sequence	genome.size	metadata_NSTI
642791603	3.460909099	0.003048
642791604	3.215749403	0.0401
642791609	1.913338518	2e-06
642791613	4.564127731	0.251756
642791615	4.165743225	2e-06
642791616	3.62945639	3e-06
642791618	1.821403632	0.26056
642791621	7.199594463	2e-06
642791631	3.828648643	0.000856
642979301	6.172988236	0.042866
642979303	7.643946412	0.135468
642979305	2.648817606	0.094312
642979306	2.464947834	0.018479
642979308	1.300439278	2e-06
642979312	2.081885809	2e-06
642979314	2.035918366	0.038394
642979317	4.196388187	0.001584
642979321	2.143175733	0.374411
642979322	5.406864186	0.00314
642979323	1.989950923	0.042158
642979325	1.698823784	3e-06
642979329	6.050408388	2e-06
642979330	1.591566417	0.003512
642979331	1.668178822	3e-06
642979334	4.610095174	0.004707
642979336	3.200426922	0.016895
642979337	3.62945639	0.225318
642979338	4.39558044	0.096947
642979339-cluster	4.533482769	3e-06
642979342-cluster	4.533482769	3e-06
642979344	4.671385098	3e-06
642979351	3.997195934	0.259621
642979355	7.873783627	0.013573
642979357	5.92782854	2e-06
642979358	4.610095174	0.006296
642979359	3.338329251	0.289246
642979360	2.342367986	0.24657
642979363	4.39558044	0.003277
642979366	2.418980391	0.001478
643348501	3.16978196	2e-06
643348502	3.859293605	4e-06
643348503	3.997195934	0.00159
643348504	7.061692134	3e-06
643348505	7.031047172	0.108274
643348506	4.640740136	0.006411
643348507	4.85525487	0.009193
643348508	2.648817606	0.003008
643348509	4.747997503	2e-06
643348511	5.62137892	0.001497
643348512	5.62137892	4e-06
643348513	6.647985147	3e-06
643348514	5.544766515	2e-06
643348515	1.928660999	0.001615
643348516-cluster	2.740752492	2e-06
643348523	8.011685956	2e-06
643348524	3.828648643	0.45248
643348525	2.71010753	0.266446
643348526	4.640740136	0.007733
643348527	3.798003681	0.507767
643348528	4.456870364	0.040369
643348529	4.502837807	0.024761
643348530	2.143175733	0.127135
643348531	2.005273404	2e-06
643348532	2.066563328	2e-06
643348533	5.452831629	0.168521
643348534	5.452831629	0.238292
643348535-cluster	5.452831629	0.20074
643348537	4.962512237	0.007305
643348538	3.414941656	0.002985
643348539	3.721391276	0.017752
643348541	5.069769604	0.069265
643348542	2.143175733	0.912556
643348543	2.143175733	0.899036
643348545	4.993157199	4e-06
643348548	5.100414566	0.003141
643348554	4.196388187	0.004547
643348555	3.368974213	0.09758
643348556	2.265755581	0.017564
643348557	2.878654821	0.403278
643348558	1.576243936	3e-06
643348559	1.63753386	0.005354
643348560	5.667346363	0.003188
643348561	2.909299783	3e-06
643348562	2.618172644	0.130002
643348563	5.452831629	0.003921
643348564	7.552011526	0.062002
643348565	4.227033149	0.073062
643348566	4.364935478	0.079283
643348569	6.908467324	3e-06
643348570	4.579450212	3e-06
643348571	7.015724691	0.108676
643348574	5.360896743	0.001573
643348575	4.885899832	0.0902
643348576	2.143175733	4e-06
643348577	1.821403632	3e-06
643348581	1.898016037	0.003534
643348582	2.924622264	0.00369
643348583	1.898016037	0.994484
643348584	1.867371075	0.009268
643348585	3.047202112	2e-06
643348587	5.16170449	0.006548
643692001	5.667346363	0.165727
643692002	2.970589707	0.003441
643692003-cluster	1.407696645	0.255821
643692006	5.636701401	0.001497
643692010	3.522199023	0.003356
643692011	3.384296694	0.407664
643692014	1.514954012	2e-06
643692015	4.885899832	0.137742
643692016	3.889938567	0.001677
643692017	3.889938567	2e-06
643692019	3.16978196	0.010741
643692020	4.08913082	0.177409
643692021	3.384296694	0.712315
643692022	5.238316895	0.001873
643692023	2.893977302	0.005922
643692024	2.878654821	0.118454
643692025	3.277039327	0.003696
643692026	3.951228491	0.003455
643692029	1.928660999	0.255318
643692032	6.280245603	0.003928
643692035	4.747997503	2e-06
643692037	2.648817606	2e-06
643692038	2.158498214	0.00149
643692039	2.158498214	2e-06
643692041	2.051240847	3e-06
643692042	2.09720829	3e-06
643692043	2.127853252	4e-06
643692044	2.587527682	0.001873
643692045-cluster	2.587527682	3e-06
643692049	2.633495125	0.015348
643692051	4.916544794	2e-06
643692052	4.671385098	0.243638
643692053	3.981873453	4e-06
643692055	1.407696645	3e-06
643886002	2.342367986	0.096739
643886007	6.157665755	0.108703
643886009	1.94398348	0.051581
643886010	2.449625353	2e-06
643886014	1.94398348	2e-06
643886015	3.047202112	0.085399
643886018	6.602017704	0.001639
643886019	1.591566417	0.045254
643886021	6.494760337	0.001636
643886026	5.62137892	0.003019
643886035	5.912506059	2e-06
643886036-cluster	5.422186667	3e-06
643886038	6.326213046	0.004947
643886044-cluster	2.832687378	0.031925
643886046	1.760113708	0.002954
643886047	2.143175733	2e-06
643886051	2.939944745	3e-06
643886054	4.824609908	0.004701
643886055	1.989950923	0.099527
643886056	2.740752492	0.498752
643886057	2.679462568	0.050221
643886058	2.679462568	0.003479
643886061	1.821403632	0.000747
643886067	4.993157199	3e-06
643886068	4.334290516	0.003317
643886070	3.338329251	0.247824
643886074	2.143175733	0.016433
643886079	3.583488947	0.218537
643886088	5.498799072	0.001765
643886089	6.065730869	3e-06
643886097	4.579450212	0.145134
643886102	2.480270315	0.003246
643886103	2.510915277	0.329301
643886108-cluster	2.265755581	0.058762
643886109	1.821403632	0.001488
643886110	2.848009859	0.319822
643886111	7.199594463	0.00159
643886112	6.157665755	0.007059
643886113	2.71010753	0.050566
643886116	3.215749403	0.128725
643886117	3.966550972	0.011094
643886118	3.537521504	0.289402
643886120	2.740752492	3e-06
643886126	5.498799072	0.001764
643886127	2.878654821	2e-06
643886135	5.085092085	0.009577
643886137	2.694785049	0.001798
643886141	2.235110619	2e-06
643886142	2.173820695	0.011352
643886144	2.09720829	0.001889
643886147	2.694785049	0.001798
643886148-cluster	2.173820695	0.150105
643886165	5.62137892	2e-06
643886166	6.709275071	3e-06
643886173	5.406864186	4e-06
643886176	5.3149293	0.00372
643886177	6.326213046	0.003301
643886183	2.878654821	0.694129
643886192	2.832687378	3e-06
643886193	2.327045505	0.131054
643886196	2.924622264	0.233519
643886197	3.997195934	0.192621
643886198	2.296400543	0.00797
643886199	4.165743225	0.239365
643886201	7.015724691	0.005817
643886203	3.414941656	0.343109
643886206	3.16978196	0.335718
643886207	2.786719935	0.008018
643886208	2.2504331	2e-06
643886212	2.388335429	0.413004
643886213	1.668178822	0.034529
643886214-cluster	3.338329251	0.004745
643886218	1.79075867	2e-06
644736328	2.189143176	2e-06
644736333	4.257678111	0.033447
644736334	4.85525487	0.040908
644736336	1.17785943	2e-06
644736342	1.039957101	4e-06
644736343	1.039957101	2e-06
644736345	2.924622264	0.019038
644736352	3.384296694	0.404306
644736353	3.951228491	0.112865
644736354	4.656062617	0.058659
644736355	4.717352541	0.003187
644736359-cluster	5.207671933	0.001569
644736364	5.192349452	2e-06
644736366	3.338329251	0.163204
644736367	3.307684289	0.128492
644736368	3.031879631	0.027095
644736369	5.452831629	0.003147
644736370	3.215749403	0.086153
644736371	4.196388187	0.036062
644736374	1.622211379	2e-06
644736375	3.491554061	0.05794
644736379	2.158498214	0.217655
644736383	2.939944745	0.001568
644736385	1.760113708	0.032968
644736386	5.452831629	0.001949
644736388	2.848009859	0.04441
644736389-cluster	2.740752492	0.09395
644736390	2.602850163	0.015249
644736394	2.081885809	0.003175
644736396	6.617340185	0.017086
644736397	4.809287427	0.054134
644736401	6.908467324	3e-06
644736402	1.254471835	0.00711
644736403	1.254471835	0.001772
644736406	2.127853252	0.05733
644736407-cluster	2.035918366	3e-06
644736410	5.146382009	2e-06
644736411	1.94398348	0.013267
644736412	1.959305961	0.014653
644736413	7.00040221	2e-06
645058703	4.594772693	0.015434
645058705	3.414941656	0.375179
645058707-cluster	2.143175733	3e-06
645058708	1.606888898	0.079571
645058710-cluster	2.09720829	4e-06
645058712	1.913338518	0.002958
645058719	2.587527682	0.001748
645058720	1.94398348	0.004991
645058731-cluster	2.143175733	3e-06
645058736-cluster	5.743958768	0.00168
645058740	2.143175733	0.001598
645058746	3.997195934	2e-06
645058748	2.449625353	0.006374
645058753	3.460909099	3e-06
645058758	3.353651732	2e-06
645058759-cluster	4.809287427	2e-06
645058763	4.456870364	0.030915
645058765	5.177026971	2e-06
645058767	4.518160288	4e-06
645058768	4.487515326	3e-06
645058769	4.717352541	2e-06
645058770	2.311723024	0.123743
645058772	5.483476591	3e-06
645058773	5.452831629	3e-06
645058778	5.452831629	0.001481
645058779	5.46815411	0.001482
645058784	2.296400543	0.001574
645058785	4.564127731	0.308415
645058786	5.00847968	0.024167
645058788	5.360896743	3e-06
645058793	1.760113708	0.137589
645058794	4.104453301	0.07764
645058798	3.920583529	0.003157
645058800	2.296400543	0.010179
645058803	4.119775782	0.003451
645058804	4.012518415	2e-06
645058805	3.981873453	0.003156
645058807	3.93590601	0.001561
645058812-cluster	2.633495125	0.004491
645058817	4.410902921	0.035624
645058825	2.510915277	0.00292
645058827	8.088298361	0.016859
645058834	1.744791227	0.034008
645058840	3.246394365	2e-06
645058848	4.839932389	0.143612
645058850	2.495592796	0.005979
645058868	4.839932389	0.133187
645058870	2.878654821	0.386213
645058871	5.575411477	2e-06
645058872	2.2504331	0.00365
645951804-cluster	3.062524593	0.051153
645951814	6.127020793	4e-06
645951817	2.878654821	0.186384
645951844	3.568166466	0.017127
645951856	3.031879631	4e-06
645951857	1.94398348	2e-06
645951858	6.510082818	2e-06
645951862	1.867371075	3e-06
646206250	5.376219224	0.040648
646206254	3.062524593	0.109579
646206260	3.981873453	0.033438
646206262	2.464947834	0.001762
646206264	6.341535527	0.00157
646206272-cluster	6.326213046	3e-06
646206274	4.778642465	0.001576
646206275	3.062524593	0.007092
646206277	2.342367986	2e-06
646206278	1.959305961	0.001511
646311904	2.694785049	0.379628
646311908	4.196388187	0.115161
646311918	4.318968035	0.007992
646311941-cluster	2.970589707	0.001489
646311951	2.281078062	0.001681
646311957-cluster	2.127853252	0.128261
646311964	2.143175733	0.018678
646564506	2.939944745	0.122882
646564521	3.123814517	0.353136
646564529	5.544766515	0.00685
646564530	5.100414566	0.0049
646564531	5.100414566	0.004901
646564532	3.767358719	0.015207
646564536	3.889938567	0.011443
646564546	2.434302872	0.472857
646564549	1.852048594	0.236351
646564555	3.767358719	0.166833
646564558	4.793964946	0.003157
646564563	3.828648643	2e-06
646564564	9.681836385	0.013964
646564565	4.027840896	0.024379
646564571	5.544766515	0.117346
646862321	3.767358719	0.044935
646862327	5.238316895	3e-06
646862339	4.717352541	0.004753
647000200	5.606056439	0.042658
647000209	2.112530771	2e-06
647000236	4.671385098	0.011554
647000283	3.414941656	0.115029
647000287	2.464947834	0.497941
647000305	5.192349452	2e-06
647000325	2.09720829	2e-06
647000328	8.07297588	3e-06
647000343	4.012518415	0.001576
647000346	4.901222313	0.001553
647533197	3.001234669	0.016359
647533199	1.652856341	0.020249
647533200	6.035085907	2e-06
647533205	3.675423833	0.008376
647533231	2.189143176	0.003158
647533243	2.878654821	0.155727
647533244	4.012518415	0.001576
647533245	4.518160288	0.009095
648028027	4.502837807	0.07651
648028030	3.951228491	0.062751
648028031	1.63753386	0.007023
648028034	4.318968035	0.007889
648028048	5.759281249	0.01706
648028050	3.813326162	0.278756
648231705	5.177026971	0.01112
648276628	1.070602063	0.079884
648276643	4.993157199	0.001566
648276644	4.793964946	0.003159
648276645-cluster	5.115737047	2e-06
648276668	5.207671933	3e-06
648276669	5.16170449	4e-06
648276671	5.437509148	2e-06
648276684	1.882693556	0.003062
648276688	3.292361808	0.262705
648276691	2.265755581	0.058762
648276712	3.047202112	0.073928
648276724	5.222994414	0.001555
648276725	5.222994414	2e-06
648276735	1.928660999	4e-06
648276738	1.928660999	0.002988
648276750	10.769732536	0.005053
648276757	5.177026971	3e-06
648861003	6.372180489	0.004679
648861005	3.675423833	0.35487
648861013	5.989118464	2e-06
649633002	5.268961857	0.066143
649633004-cluster	5.00847968	2e-06
649633007	4.318968035	0.063379
649633008	3.675423833	0.003054
649633010	4.196388187	0.075649
649633021	7.643946412	0.012042
649633024	2.756074973	0.049029
649633037	3.843971124	0.098211
649633038	2.817364897	0.238331
649633039	1.714146265	0.108675
649633043	3.16978196	0.224868
649633044	4.441547883	4e-06
649633046	1.560921455	4e-06
649633047	3.828648643	0.049874
649633049	4.196388187	0.075921
649633061	2.939944745	4e-06
649633069	7.368141754	0.005434
649633081	4.977834718	0.027465
649633091	8.256845652	0.020858
649633093	2.526237758	2e-06
649633094	4.273000592	0.001695
649633099	1.652856341	2e-06
649633100	5.268961857	0.075742
649989911	4.39558044	0.096719
649989915	2.633495125	2e-06
649989920	3.690746314	0.206711
649989921	4.763319984	0.001608
649989926	3.62945639	0.032685
649989928	1.882693556	2e-06
649989929	3.644778871	0.045042
649989944	2.035918366	0.001751
649989954	1.668178822	0.175889
649989955	1.683501303	0.103158
649989978	5.77460373	0.003076
649989979	5.897183578	0.012158
649989984	3.414941656	0.006165
649989985	2.173820695	2e-06
649989988	2.970589707	0.00155
649989997	2.09720829	0.024424
649989999	2.848009859	0.222864
649990002	2.081885809	0.001496
649990008	2.035918366	0.026317
649990027	3.384296694	0.860537
649990028	4.135098263	0.025794
649990029	4.135098263	0.027481
650377902	4.135098263	3e-06
650377907	4.135098263	3e-06
650377931	3.767358719	0.040887
650377956	3.644778871	3e-06
650377966	3.047202112	0.139623
650633000	4.947189756	0.623495
650716004	4.579450212	0.105221
650716026	3.843971124	0.145331
650716028	5.575411477	0.011421
650716039	3.859293605	0.002207
650716040	4.993157199	0.023214
650716041	1.668178822	0.027056
650716044	3.813326162	0.032905
650716048	1.94398348	0.001506
650716055	1.852048594	0.265908
650716061	5.054447123	0.027773
650716066	3.445586618	0.114267
650716070	7.506044083	0.00322
650716089	2.143175733	0.001525
650716090	2.127853252	0.06533
650716095	2.771397454	0.050259
650716096	1.94398348	0.003578
650716102	3.215749403	0.048744
650716107	4.349612997	0.029682
651053002	3.874616086	2e-06
651053028	3.752036238	0.341464
651053034	1.591566417	0.005268
651053035	1.652856341	0.001745
651053056	4.793964946	2e-06
651053060	4.640740136	3e-06
651053077	5.606056439	0.306206
651285005	5.023802161	0.018142
651324000	3.399619175	0.10529
651324002	4.119775782	0.278984
651324003	4.211710668	0.001893
651324008	5.590733958	2e-06
651324009	1.989950923	0.042158
651324017	3.62945639	0.306365
651324023	2.679462568	0.115412
651324028	3.108492036	0.029726
651324031	1.760113708	0.248539
651324036	3.752036238	2e-06
651324037	4.119775782	0.032239
651324038	1.836726113	0.01323
651324043	5.069769604	0.003505
651324044	2.327045505	0.164345
651324059	2.832687378	2e-06
651324066	1.882693556	0.005931
651324067	2.127853252	0.174357
651324072	2.878654821	0.04032
651324073	4.211710668	2e-06
651324076	1.744791227	0.05652
651324079	2.510915277	0.0157
651324080	6.418147932	0.052042
651324081	5.820571173	0.015719
651324085	1.468986569	0.048325
651324092	2.526237758	0.003406
651324093	4.962512237	3e-06
651324096	5.590733958	0.006734
651324099	4.318968035	2e-06
651324100	1.898016037	2e-06
651324101	1.744791227	0.00603
651324102	2.127853252	0.003048
651324103	2.112530771	0.054059
651324104	2.020595885	0.098961
651324106	7.689913855	2e-06
651324108	2.572205201	2e-06
SV_1000_Sphingomonadales	3.491554061	0.311574
SV_1001_Rhodospirillales	4.303645554	0.250982
SV_1002_Enterobacterales	4.303645554	0.252156
SV_1003_NA	3.491554061	0.487478
SV_1004_Enterobacterales	4.579450212	0.10747
SV_1005_Flavobacteriales	3.997195934	0.302652
SV_1006_Rhodospirillales	4.303645554	0.36377
SV_1007_Flavobacteriales	3.798003681	0.283366
SV_1008_Enterobacterales	4.579450212	0.079644
SV_1009_Rhodobacterales	4.579450212	0.152846
SV_100_Flavobacteriales	3.997195934	0.449968
SV_1010_Enterobacterales	4.640740136	0.416696
SV_1011_Enterobacterales	4.640740136	0.129286
SV_1012_Rhodobacterales	3.966550972	0.140285
SV_1013_Flavobacteriales	3.798003681	0.061293
SV_1014_Flavobacteriales	3.798003681	0.110516
SV_1015_Nitrosococcales	2.878654821	0.087345
SV_1016_Pseudomonadales	4.487515326	0.245378
SV_1017_Caulobacterales	3.598811428	0.222275
SV_1018_Enterobacterales	4.610095174	0.032078
SV_1019_Caulobacterales	3.32300677	0.220823
SV_101_Flavobacteriales	3.292361808	0.06414
SV_1020_Flavobacteriales	3.997195934	0.653835
SV_1021_Nevskiales	3.384296694	0.790071
SV_1022_Flavobacteriales	3.997195934	0.176609
SV_1023_Rhodobacterales	3.721391276	0.214825
SV_1024_Caulobacterales	4.257678111	0.105044
SV_1025_Rhodobacterales	4.012518415	0.11076
SV_1026_Enterobacterales	4.640740136	0.295804
SV_1027_Caulobacterales	3.951228491	0.265745
SV_1028_Rhodobacterales	3.951228491	0.120442
SV_1029_Sphingomonadales	3.200426922	0.317861
SV_102_Flavobacteriales	3.997195934	0.535914
SV_1030_Caulobacterales	3.828648643	0.383058
SV_1031_Rhodospirillales	4.043163377	0.29094
SV_1032_Enterobacterales	4.579450212	0.524154
SV_1033_NA	4.839932389	0.303216
SV_1034_Rhodospirillales	4.043163377	0.53424
SV_1035_NA	3.951228491	0.37322
SV_1036_Flavobacteriales	3.997195934	0.694247
SV_1037_Enterobacterales	4.380257959	0.487807
SV_1038_Enterobacterales	4.610095174	0.032058
SV_1039_Pseudomonadales	4.135098263	0.333483
SV_103_Flavobacteriales	3.798003681	0.008433
SV_1040_Sphingomonadales	3.660101352	0.323171
SV_1041_Rhodospirillales	4.303645554	0.316734
SV_1042_Sphingomonadales	4.839932389	0.251712
SV_1043_Rhodobacterales	4.916544794	0.064823
SV_1044_Rhodospirillales	4.303645554	0.078661
SV_1045_Rhodobacterales	4.839932389	0.517475
SV_1046_Rhodobacterales	4.303645554	0.282461
SV_1047_Flavobacteriales	3.798003681	0.538971
SV_1048_Enterobacterales	4.901222313	0.015759
SV_1049_Rhodobacterales	3.920583529	0.195396
SV_104_Rhodobacterales	3.798003681	0.029546
SV_1050_Sphingomonadales	5.345574262	0.081382
SV_1051_Rhodobacterales	4.181065706	0.063244
SV_1052_Flavobacteriales	3.997195934	0.433284
SV_1053_NA	3.997195934	0.582267
SV_1054_Flavobacteriales	3.583488947	0.285546
SV_1055_Enterobacterales	4.640740136	0.065831
SV_1056_Enterobacterales	4.579450212	0.270461
SV_1057_Rhodobacterales	4.08913082	0.173888
SV_1058_Rhodobacterales	4.08913082	0.142574
SV_1059_Enterobacterales	4.579450212	0.271774
SV_105_Caulobacterales	3.031879631	0.00015
SV_1060_Cytophagales	4.656062617	0.270415
SV_1061_Rhodobacterales	4.08913082	0.436431
SV_1062_Betaproteobacteriales	5.069769604	0.356082
SV_1063_Nitrosococcales	2.740752492	0.642948
SV_1064_Sphingomonadales	3.200426922	0.311572
SV_1065_Pseudomonadales	5.146382009	0.15779
SV_1066_Enterobacterales	4.640740136	0.370961
SV_1067_Rhodospirillales	4.303645554	0.217328
SV_1068_Caulobacterales	4.257678111	0.105066
SV_1069_Rhodobacterales	3.951228491	0.59145
SV_106_Flavobacteriales	3.798003681	0.008433
SV_1070_Enterobacterales	3.798003681	0.525174
SV_1071_Enterobacterales	4.579450212	0.143116
SV_1072_Rhodobacterales	3.292361808	0.015076
SV_1073_Rhodobacterales	3.874616086	0.439583
SV_1074_Sphingomonadales	3.154459479	0.113704
SV_1075_Cytophagales	4.747997503	0.474431
SV_1076_Sphingomonadales	3.828648643	0.240453
SV_1077_Enterobacterales	4.947189756	0.384695
SV_1078_Enterobacterales	5.023802161	0.325607
SV_1079_Rhizobiales	4.012518415	0.166384
SV_107_Rhodobacterales	3.798003681	0.029583
SV_1080_Rhodobacterales	3.261716846	0.15803
SV_1081_Rhodospirillales	4.303645554	0.289683
SV_1082_Enterobacterales	4.334290516	0.057522
SV_1083_Rhodobacterales	4.08913082	0.334244
SV_1084_Caulobacterales	3.598811428	0.278135
SV_1085_Rhodobacterales	4.08913082	0.080228
SV_1086_Enterobacterales	4.579450212	0.082432
SV_1087_Rhodospirillales	4.043163377	0.199897
SV_1088_Rhizobiales	4.839932389	0.087346
SV_1089_Enterobacterales	4.579450212	0.157954
SV_108_Rhodobacterales	4.594772693	0.00015
SV_1090_Enterobacterales	4.579450212	0.499769
SV_1091_Rhodospirillales	4.303645554	0.040789
SV_1092_Enterobacterales	4.610095174	0.032061
SV_1093_Enterobacterales	4.640740136	0.074388
SV_1094_Flavobacteriales	3.997195934	0.199586
SV_1095_Caulobacterales	3.951228491	0.277456
SV_1096_Flavobacteriales	3.798003681	0.108453
SV_1097_Rhodobacterales	3.874616086	0.476639
SV_1098_Rhodobacterales	4.08913082	0.155519
SV_1099_Sphingomonadales	3.185104441	0.273649
SV_109_Actinomycetales	1.423019126	0.107781
SV_10_Sphingomonadales	3.154459479	0.020221
SV_1100_Rhizobiales	3.93590601	0.143445
SV_1101_Sphingomonadales	3.154459479	0.062625
SV_1102_Pseudomonadales	3.614133909	0.24246
SV_1103_Rhizobiales	4.839932389	0.276061
SV_1104_Rhodospirillales	4.043163377	0.419518
SV_1105_Sphingomonadales	3.660101352	0.352168
SV_1106_Enterobacterales	4.579450212	0.226801
SV_1107_Rhizobiales	4.456870364	0.157836
SV_1108_Rhodobacterales	4.671385098	0.032741
SV_1109_Rhizobiales	3.93590601	0.37068
SV_110_Rhodospirillales	4.257678111	0.010509
SV_1110_Rhodobacterales	3.798003681	0.088497
SV_1111_Rhodobacterales	4.012518415	0.161722
SV_1112_NA	3.951228491	0.411892
SV_1113_Caulobacterales	3.32300677	0.30524
SV_1114_Sphingomonadales	2.848009859	0.090692
SV_1115_Rhodospirillales	4.303645554	0.209603
SV_1116_Caulobacterales	3.108492036	0.252903
SV_1117_Sphingomonadales	2.878654821	0.120327
SV_1118_Rhodospirillales	4.043163377	0.367021
SV_1119_Rhodobacterales	3.874616086	0.101528
SV_111_Rhodobacterales	3.798003681	0.029546
SV_1120_Flavobacteriales	3.997195934	0.256947
SV_1121_Enterobacterales	4.671385098	0.444874
SV_1122_Rhodobacterales	3.706068795	0.048497
SV_1123_Rhodobacterales	3.798003681	0.054691
SV_1124_Rhodobacterales	3.690746314	0.144666
SV_1125_Rhizobiales	3.660101352	0.223009
SV_1126_Rhodobacterales	3.093169555	0.175272
SV_1127_Enterobacterales	4.456870364	0.079922
SV_1128_Caulobacterales	3.399619175	0.191027
SV_1129_Rhodobacterales	3.874616086	0.222124
SV_112_Caulobacterales	3.614133909	0.029824
SV_1130_Flavobacteriales	3.997195934	0.613146
SV_1131_Sphingomonadales	3.951228491	0.292067
SV_1132_Rhodobacterales	3.798003681	0.200723
SV_1133_Sphingomonadales	3.660101352	0.281363
SV_1134_Flavobacteriales	3.583488947	0.246072
SV_1135_Sphingomonadales	3.200426922	0.247257
SV_1136_Flavobacteriales	3.997195934	0.648202
SV_1137_Sphingomonadales	3.491554061	0.482666
SV_1138_Flavobacteriales	3.997195934	0.190807
SV_1139_Rhodospirillales	4.257678111	0.369075
SV_113_Betaproteobacteriales	3.047202112	0.079602
SV_1140_Rhodobacterales	4.24235563	0.070674
SV_1141_Enterobacterales	4.181065706	0.361589
SV_1142_Pseudomonadales	4.303645554	0.427028
SV_1143_Enterobacterales	4.579450212	0.270461
SV_1144_Flavobacteriales	3.093169555	0.274489
SV_1145_Rhodobacterales	4.640740136	0.424357
SV_1146_Flavobacteriales	3.997195934	0.308441
SV_1147_Caulobacterales	3.951228491	0.754717
SV_1148_Caulobacterales	4.257678111	0.095739
SV_1149_Flavobacteriales	3.905261048	0.229465
SV_114_Flavobacteriales	3.798003681	0.008433
SV_1150_Flavobacteriales	3.583488947	0.430571
SV_1151_Enterobacterales	4.303645554	0.369409
SV_1152_Enterobacterales	4.579450212	0.626104
SV_1153_Rhodobacterales	4.012518415	0.187233
SV_1154_Rhodobacterales	3.951228491	0.356932
SV_1155_Flavobacteriales	3.997195934	0.613759
SV_1156_Flavobacteriales	3.997195934	0.595045
SV_1157_Rhodobacterales	3.292361808	0.018691
SV_1158_Rhodobacterales	4.08913082	0.384328
SV_1159_Enterobacterales	4.671385098	0.261061
SV_115_Rhodobacterales	3.798003681	0.029546
SV_1160_NA	3.966550972	0.468157
SV_1161_Enterobacterales	4.640740136	0.07375
SV_1162_NA	3.981873453	0.723505
SV_1163_Flavobacteriales	3.583488947	0.270302
SV_1164_Enterobacterales	4.579450212	0.09324
SV_1165_Rhodobacterales	4.08913082	0.064365
SV_1166_Rhodobacterales	3.491554061	0.316616
SV_1167_Rhodobacterales	4.533482769	0.03595
SV_1168_Rhodobacterales	3.798003681	0.046853
SV_1169_Flavobacteriales	3.583488947	1.146654
SV_116_Rhodospirillales	4.303645554	0.008408
SV_1170_Enterobacterales	4.303645554	0.341041
SV_1171_NA	3.997195934	0.304698
SV_1172_Rhodobacterales	3.292361808	0.148684
SV_1173_Flavobacteriales	3.093169555	0.321227
SV_1174_Caulobacterales	3.614133909	0.079516
SV_1175_NA	3.951228491	0.619893
SV_1176_Rhodospirillales	3.384296694	0.467234
SV_1177_Sphingomonadales	3.185104441	0.267461
SV_1178_Pseudomonadales	3.614133909	0.31241
SV_1179_Flavobacteriales	3.798003681	0.3041
SV_117_Rhodobacterales	3.798003681	0.029546
SV_1180_Rhodobacterales	4.640740136	0.563411
SV_1181_Sphingomonadales	3.185104441	0.063743
SV_1182_Flavobacteriales	3.798003681	0.371877
SV_1183_Enterobacterales	4.08913082	0.521594
SV_1184_Enterobacterales	4.579450212	0.074137
SV_1185_Rhodobacterales	3.798003681	0.201497
SV_1186_Caulobacterales	4.839932389	0.289431
SV_1187_Caulobacterales	3.32300677	0.198112
SV_1188_Caulobacterales	3.32300677	0.3064
SV_1189_Flavobacteriales	3.798003681	0.516453
SV_118_Caulobacterales	3.399619175	0.083125
SV_1190_Rhodobacterales	3.951228491	0.292067
SV_1191_Flavobacteriales	3.798003681	0.025392
SV_1192_Rhodospirillales	4.043163377	0.315105
SV_1193_Rhodospirillales	4.227033149	0.276149
SV_1194_Rhodobacterales	4.640740136	0.131942
SV_1195_Rhodospirillales	4.303645554	0.258467
SV_1196_Sphingomonadales	3.200426922	0.110695
SV_1197_Rhizobiales	4.579450212	0.310444
SV_1198_Rhodospirillales	4.303645554	0.115683
SV_1199_Enterobacterales	4.640740136	0.065843
SV_119_Caulobacterales	3.031879631	0.006931
SV_11_Flavobacteriales	3.997195934	0.437373
SV_1200_Rhodobacterales	3.798003681	0.201255
SV_1201_Enterobacterales	4.579450212	0.208755
SV_1202_Caulobacterales	3.108492036	0.184463
SV_1203_Caulobacterales	3.614133909	0.232911
SV_1204_Sphingomonadales	3.200426922	0.04841
SV_1205_Enterobacterales	4.640740136	0.121668
SV_1206_Enterobacterales	4.380257959	0.288502
SV_1207_Caulobacterales	3.108492036	0.142585
SV_1208_Enterobacterales	4.303645554	0.263799
SV_1209_Caulobacterales	3.108492036	0.430905
SV_120_Rhodospirillales	4.303645554	0.008405
SV_1210_Rhodospirillales	4.303645554	0.178944
SV_1211_Sphingomonadales	3.185104441	0.284593
SV_1212_Caulobacterales	5.3149293	0.230045
SV_1213_Rhodobacterales	4.119775782	0.083036
SV_1214_Rhodobacterales	3.874616086	0.27177
SV_1215_NA	3.997195934	0.732736
SV_1216_Caulobacterales	3.614133909	0.331608
SV_1217_Rhodobacterales	4.08913082	0.142574
SV_1218_Flavobacteriales	3.093169555	0.48595
SV_1219_NA	3.997195934	0.404432
SV_121_Flavobacteriales	3.798003681	0.008444
SV_1220_Flavobacteriales	3.997195934	0.514928
SV_1221_Rhodospirillales	4.043163377	0.386901
SV_1222_Rhodobacterales	3.920583529	0.106418
SV_1223_Rhodobacterales	3.798003681	0.065611
SV_1224_Enterobacterales	4.579450212	0.270461
SV_1225_Rhodobacterales	3.798003681	0.086909
SV_1226_Rhizobiales	4.181065706	0.225903
SV_1227_Rhodospirillales	4.303645554	0.303489
SV_1228_Enterobacterales	4.579450212	0.098949
