assembly	d.gRodon
2634166494	563.6
2574179746	393.11
2751185747	378.18
2523533630	414.37
2529292556	388.39
2708742690	464.9
2540341086	289.21
2519103101	416.07
2576861452	217.8
2600255116	320.08
2751185763	214.72
2716884128	352.39
2713897388-cluster	385.15
2636416185	327.08
2708743117	428.5
2710264512-cluster	415.56
2710264511	449.17
2713897365	442.74
2626542099	432.16
2708742598	488.62
2710264577	463.54
2671180552	404.29
2706794884	402.89
2619619302	433.72
2551306536	390.35
2721755426	411.24
2740891946	442.45
2654588057	464.76
2654588069	437.43
2561511149	359.83
2619618906	411.13
2716884860	427.43
2737471816	466.01
2654587943	493.37
2708742632	362.07
2721755258	434.94
649633058	427.89
2751185664	398.23
2687453257	405.21
2509601004	426.37
2695420965	424.09
2517572010	462.37
646311948	297.75
2687453341	405.34
2724679732	387.06
2534681958	404.81
2534682262	379.69
2563366763	394.81
2531839570	353.9
2531839571	364.7
2636415846	363.63
2534681625	399.16
2540341033	382.5
2531839549	346.76
2731957971	414.72
2708742725	457.16
2751185673	440.65
2517572011	407.36
2675903691	370.99
2684623219	365.16
646564559	377.55
649633083	368.08
2548877001	445.42
2582580522	307.12
2516653054	282.68
2548876777	294.7
2724679583-cluster	335.37
2728368910-cluster	325.49
2675903422	313.54
2597490292-cluster	309.16
2728368911	318.63
2522572157	276.77
2728368908	284.94
2617271320	309.41
2634166445	260.01
2582581005	332.09
2548876776	297.42
2596583685	320.49
2579778724	288.73
2576861739	339.58
2512047014	228.28
2684622587-cluster	277.13
2609460235	285.27
2667527850-cluster	291.01
2571042905	374.68
2561511102	427.08
2681812815	423.21
2582581264	282.01
2585427931	302.6
2619619235	256.11
2687453310	259.38
2585427932	263.56
2585427933	254.2
2596583546	408.75
2623620456	423.93
2639762985	444.98
2617271045	273.69
2751185679	264.33
2513237339	373.09
2526164551	403.95
2519899683	409.08
2724679592-cluster	257.45
2513237393	285.84
2556793022	245.91
2579779103	263.35
2675903250-cluster	252.86
2724679590-cluster	267.49
2724679584	253.16
2636415481-cluster	252.09
2744054785	277.77
2551306054	271.44
2574179797	262.85
2684622537-cluster	278.08
2724679587-cluster	259.7
2724679588	283.73
2540341122-cluster	255.43
2548876783	255.96
2718217838-cluster	252.75
2558860199-cluster	322.65
2718217743-cluster	292.13
2718217744	282.79
2718218182-cluster	279.7
2734482251	378.26
2547132371	331.35
2690315884-cluster	344.89
2636415401	324.29
2579778616	383.71
2513237191	337.04
2751185764	345.09
2547132373	320.1
2617270965	331.05
2731957626	327.25
2582581027	331.15
2718217748	324.41
2721755454	327.28
2751185680	328.34
2731957703	232.85
2524614851	402.72
2574179773	390.95
2513237333	440.72
2540341198	388.69
2718217793	412.8
2551306372	441.36
2558309106	434.17
2681813375	437.3
2585427600	357.55
2513237288	373.55
2574180450	410.88
2518645607	315.77
2546825534	461.25
2597490356	431.48
2522572158	430.71
2687453243	390.77
2622736628	433.72
2511231221	406.34
2756170225	388.85
2622736610	472.57
2630968760	426.53
2645728001	425.77
2546825527	419.67
2551306538	404.48
2551306655	413.07
2524023250	307.87
2639763132	368.17
2740892217	421.44
2654587767	395.03
2684623268-cluster	327.55
2515154077	317.31
2576861669	381.93
2739367756	282.31
2596583650	292.42
2574180166	349.05
2667527483	301.47
2524614798	296.48
2561511096	323.41
2634166514	316.88
2524614659	333.68
2600255394	324.17
2585427694	328.86
2645727605	263.46
2643221663	298.34
2643221574	357.31
2690315606	330.63
2627853674-cluster	353.47
2643221869-cluster	351.13
2643221909	333.24
2671180176	289.13
2582581279	328.24
2582581280-cluster	335.53
2643221552	310.27
2510917020	306.95
2522572103	356.61
2565956508	363.07
2585428106	325.93
2643221642	342.37
2643221545-cluster	344.72
2643221583	329.41
2675903340	320.55
2571042909	347.06
2690315804	381.51
2643221614-cluster	386.57
2643221598	380.09
2574179739	386.7
2684623106	299.91
2519103046	348.7
2630968267	363.59
2747842514	349.92
2519899518	292.05
2582580773	344.58
2582580770	390.83
2582580774	393.49
2582580772	389.1
2582580771	352.86
2751185760	378.61
2582580764	380.58
2524614539	374.69
2623620413	353.99
2721755612	359.66
2554235119	386.53
2579779170	371.49
2524614726	363.18
2634166316	360.7
2744055042	339
2744055057	351.67
2522125083	389.34
2522125070	276.48
2737472027	419.06
2667527396	347.03
2556921676	431.06
2523533609	476.67
2636416120	475.89
2636416186	328.33
2693429500	472.23
2517093010	438.22
2639762714	407.73
2681812878	429.46
2737471719	427.75
2503982041	427.05
2739367751	427.59
2515154130	323.17
2630968337	366.99
2634166499	331.83
2563366728	502.77
2523533601	484.05
2654587884	517.59
2516653055	389.43
2667527377	496.55
2540341149	289.9
2511231069	318.76
2751185634	477.44
2547132311	387.78
2654587768	319.75
2585427801	407.83
2588253765	375.23
2609460345	416.16
2590828656	423.17
2721755849	469.14
2236347020	435.4
2236347014	431.67
2706794807	443.16
2721756051	455.74
2739367968	457.85
2236876029	398.86
2236347069	419.24
2503283019	402.61
2739367708	441.81
2503754000	404.58
2561511237	408.55
2706794868	426.96
2739367824	407.16
2503283017	419.47
2561511228	390.12
2503982040-cluster	396.05
2751185909	423.42
2751185908	442.31
2503754001-cluster	411.8
2706794817	434.4
2511231042-cluster	387.93
2511231041-cluster	405.16
2561511239	405.82
2510461079	398.14
2503283022	410.33
2721756045	425.14
2236347009	437.88
2503113005	421.57
2236661010	403.78
2582581318	423.05
2551306131	408.43
2590828823	476.12
2671180139	354.79
2595699009	383.38
2556921008	398.74
2517572147	410.29
2693429820	361.67
2576861816	415.19
2622736433	391.01
2643221734-cluster	343.82
2609460206	383.33
2636415883	374.75
2643221958	366.85
2643221733	395.02
2643221736	412.12
2687453316	401.65
2718217747	390.94
2754412603	369.22
2526164571	376.97
2675903224	424.52
2609459641	396.61
2708742414	329.67
2595698224	385.43
2713896887	380
2654587694	384.09
2579779168	357.16
2551306370	413.28
2615840613-cluster	385.89
2744054572	379.81
2690315650-cluster	462.9
2634166393	394.95
2690315746	455.83
2540341035	422.58
2590828855	399.9
2639762823	421.85
2507262015	360.34
2643221861-cluster	352.41
2643221864-cluster	339.63
2551306656-cluster	379.66
2721755615	354.13
2651870128	390.52
2639763017-cluster	417.2
2675903244-cluster	414.18
2546826724-cluster	412.87
2671180325-cluster	379.21
2721755553-cluster	394.11
2731957889	394.06
2651870120	368.28
2651869728	441.02
2654588108	386.84
2728369659	362.03
2545555834	420.4
2516143002	358.89
2517434007	345.26
2643221835	344.6
2643221866	359.63
2643221868	334.28
2546825546	365.67
2643221796	391.86
2643221837	328.61
2643221863	325.06
2643221801	371.53
2643221804-cluster	384.29
2643221886-cluster	359.05
2643221820-cluster	389.31
2643221798	362.84
2643221946	377.69
2643221884	398.46
2643221841-cluster	380.68
2643221938	385.6
2724678956	412.77
2684623050	379.04
2590828861	364.55
2606217775	362.64
2590828854-cluster	396.03
2606217776-cluster	415.07
2609459632	377.66
2643221929	391.07
2636415909	400.04
2728369660	351.32
2744054652	367.1
2636415936	397.52
2574179709	316.8
2510065046	442.16
2574180437	419.96
2675903028	431.15
2548876819	299.96
2517287028	374.41
2517572208	305.38
2540341127	387.53
2516653063	413.42
2516493024	386.9
2517093011	340.83
2744054736	365.59
2582581241	415.81
2507262027	357.29
2540341199	367.16
2596583582	344.32
2508501114	330.48
2508501050	302.6
2634166464	407.85
2579779157	429.47
2522572188	439.9
2634166172	406.77
2728369261	377.29
2617270874	360.73
2615840601	371.8
2524614806	362.23
2630968814	287.85
2675903690	285.82
2636415773-cluster	292.08
2636415796	378.47
2627853739	347.87
2708742467	294.44
2617270931-cluster	314.37
2597490201	246.47
2609460200	293.21
2643221778	290.23
2643221830	324.32
2643221674	284.04
2643221580	271.23
2643221591	245.26
2690315612	300.22
2596583700	348.55
2643221629-cluster	379.96
2684623266-cluster	436.7
2617270922	365.8
2524614608	325.83
2511231054	315.54
2671180225	311.98
2617270882	305.68
2597490205	382.14
2619619141	356.65
2645728080	365.8
2617270918-cluster	453.32
2639762943	353.81
2506783045	366.23
2636416034	340.98
2528311098	379.18
2516653076	349.19
2545824543	330.89
2521172694	378.44
2728368988	388.91
2597490370	468.39
2524614770	366.75
2521172615	375.39
2582581302	345.87
2630968843	431.65
2517572012	470.52
2516653050	391.14
2541046934	389.58
2734482287	389.93
2617271214	375.56
2651870105	350.54
2523533619	398.94
2523231067	381.36
2738543031	363.36
2537561587-cluster	208.88
2588253918	216.16
2599185210	239.64
2585427965	278.19
2600255279-cluster	264.76
2540341200	302.37
2561511224	245.66
2630968344-cluster	254.81
2738541310	251.97
2545824552	227.57
2600255076	327.41
2554235003-cluster	268.48
2558860256-cluster	287.17
2643221860	371.28
2643221568	372.32
2643221743-cluster	345.34
2643221905	357.01
2519899809-cluster	229.71
2521172559-cluster	225.44
2630968515	294.9
2517572121	386.64
2556921675	318.95
2654587732	253.25
2585428139	311.66
2545555877	287.24
2510461069	349.55
2648501219	347.34
2643221653-cluster	254.78
2645727734-cluster	303.68
2708742397	282.88
2716884867	314.63
2738541332	338.54
2565956539	330.58
2558860983	244.75
2728368991	338.97
2738541325	244.77
2738541329	318.42
2643221623	392.48
2684622649	394.42
2517434009	419.4
2738543024	366.77
2595699008	287.15
2505679040-cluster	305.3
2713896738	368.45
2523533557	393.45
2660238272	400.98
2700989460	373.04
2585427611	366.19
2663763019	368.52
2627854086	352.59
2700989461	384.61
2654587881	400.75
2643221807	378.51
2671180612	360.94
2681813164-cluster	359.23
2663763149	380.04
2660238343	369.35
2657245154-cluster	357.33
2643221829	352.53
2509276017	419.53
2657245368	437.66
2684623300-cluster	410.56
2609459711-cluster	355.57
2643221668	350.83
2582581023	351.72
2588253746	281.1
2643221618-cluster	370.54
2645727855	323.07
2526164570	329.34
2599185352	340.59
2643221723	311.45
2751185814-cluster	303.74
2751185817-cluster	281.2
2751185818	263.99
2617270914	239.51
2718217637	345.23
2657245493	375.69
2740891889	334.72
2663763045	356.72
2617271323	386.16
2643221945	376.16
2619619303	293.04
2515154079	285.5
2667528162	331.56
2671180917	325.46
2513237305	384.06
2721755686	375.68
2509276022	411.44
2698536500-cluster	408.66
2508501126	415.81
2509276018	410.89
2687453238-cluster	403.02
2687453392	408.92
2510065059	400.75
2574180179	388.75
2512875016-cluster	427.52
2517572076	420.16
2721755558	412.63
2728369111	407.66
2512875024	424.96
2713896891	405.65
2513237164	401.97
2600255249	433.8
2508501127	366.14
2671180462-cluster	398.87
2503198000	369.75
2671180248-cluster	357.21
2596583656	423.83
2600255250	406.38
2522572099	388.08
2513237090	436.26
2558860968	439.39
2671180492-cluster	412.34
2671181032-cluster	430.21
2671181059-cluster	478.38
2684622657	428.05
2706794521	411.39
2706794541	399.46
2706794537	390.8
2671180970	414.98
2508501123	371.48
2556921042	360.9
2630968863	421.59
2627854127-cluster	450.65
2571042911	405.88
2651869787	439.27
2643221595-cluster	404.01
2643221551-cluster	339.5
2643221564	401.91
2599185301	419.24
2579778552-cluster	404.57
2596583576	398.04
2597489875	385.15
2728369379	410.29
2616644812	381.23
2754412936	316.11
2738541330-cluster	282.21
2608642157	437.69
2643221483	380.52
2738541327	294.57
2585427633	337.95
2585427634	344.52
2706794571	338.3
2671181083-cluster	345.96
2588254269	306.79
2738541321	325.29
2600254933	288.66
2643221889-cluster	296.99
2510917026	394.73
2617271278-cluster	368.68
2630968783	327.7
2599185236	324.34
2585427885	423.41
2667528178	405.77
2519899619	377.5
2663762748	386.03
2519899590	418.84
2630968467	411.43
2617271003	368.56
2739367693	326.55
2513237159	361.26
2582581866	274.78
2582581306	323.38
2582581283	261.43
2643221931	292.39
2740891826	365.77
2643221915-cluster	304.57
2643221934	313.65
2643221637-cluster	343.96
2643221832-cluster	379.41
2643221688	281.81
2643221607-cluster	302.31
2740891823	333.24
2740891829	318.57
2740891831-cluster	328.88
2740891834	337.62
2740891835	306.73
2740891850	309.37
2740891862	315.04
2602042090	310.1
2599185156	324.43
2513237351	377.27
2687453760	392.32
2738541320	336.91
2636415851	304.6
2738541322	317.77
2585427975	371.33
2585428009	356.93
2519899620	395.25
2739367594	342.61
2615840624	372.46
2510917030-cluster	383.93
2228664006	333.83
2517572096	339.56
2528768106	277.98
2643221437	361.88
2744054510	311.39
2627853656	347.13
2648501138-cluster	363.36
2718218365-cluster	344.65
2565956559	325.99
2718218499	323.17
2513237138	396.19
2545824643	365.16
2534681796	380.74
2615840609	370.82
2510065076	376.49
2724679232	387.68
2515075009	379.86
2516653085	401.83
2582581299	324.21
2508501100-cluster	369
2517287029	375.79
2509276052	436.03
2509276044-cluster	354.33
2513237103-cluster	385.51
2516653077	351.43
2524023209	398.3
2596583570	370.61
2582581308-cluster	373.69
2615840626	387.47
2513237088	376.79
2534682333	392.17
2738541345	376.07
2617270742-cluster	365.74
2513237146	395.97
2599185170	397.62
2615840698	361.9
2609460209-cluster	363.01
2505119044-cluster	353.9
2588253840	328.95
2609460070-cluster	363.07
2585427608	310.73
2739367500	366.87
2585427632	376.16
2630968325-cluster	367.84
642979353	383.54
2754412943	327.88
2510917028	295.3
2529292951-cluster	418.95
2517572231	329.68
2582581294	387.57
2582581304	284.8
2585427594	262.61
2643221442	264.22
2582581867-cluster	381.74
2643221634	339.1
2643221643	355.75
2643221599	309.13
2528768104	274.99
2648501551	334.76
2739367696	375.45
2738541293	304.93
2738541313	416.48
2671180023-cluster	381.87
2585427595	365.08
2739367694	394.44
2721755815	342.48
2643221558-cluster	304.39
2708742418	318.35
2708742416	305.45
2687453468	281.43
2639763051-cluster	328.74
2721755529	305.49
2609460204-cluster	360.17
2512047086	382.87
2509276019-cluster	367.59
2517572023	380.2
2547132261	383.27
2663763047	356.66
2690316117	366.93
2693429534	361.66
2700989426	358.12
2514885035	349.32
2671180406	335.14
2512875026-cluster	373.65
2510065056-cluster	326.99
2510065057	353.32
2511231052-cluster	326.36
2519103084-cluster	313.16
2561511187-cluster	334.04
2515154107	345.36
2751185839	350.64
2657244999	342.89
2516143018	323.82
2508501122	345.01
2728369273	446.83
2576861659	398.25
2734482291	424.37
2615840614	336.41
2648501113	351.96
2521172637	359.86
2512047034	434.22
2615840717	387.21
2744054493	448.68
2684622848-cluster	409.4
2511231065	400.25
2681812989	395.61
2693429873	417.29
2744054961	245.22
2728369655	386.67
2744054494	397.1
2744054499	417.89
2636416046	362.02
2651869879-cluster	407.39
2744054491	425.25
2744054492-cluster	464.38
2744054495-cluster	418.63
2718217880-cluster	385.24
2675903641	332.88
2698536550	378.38
2724679813	385.43
2596583627	376.34
2731639218	421.45
2502171175	388.54
2754412429	386.68
2698536749	324.54
2657245369	358.9
2684623039	396.82
2524614815	410.03
2568526534	408.86
2582581242	334.94
2551306146	386.52
2537561905	378.34
2568526116-cluster	379.54
2571042287	380.65
2510065041-cluster	373.81
2576861421	372.61
2537561906	365.62
2537561903	335.17
2636415688	412.31
2636415443	325.79
2568526096-cluster	376.36
2568526295-cluster	377.67
2643221651	385.69
2596583652	380.38
2517434012	369.59
2519899517	365.05
2513237087	453.57
2671180457-cluster	421.79
2513237136-cluster	426.38
2515154112	427.61
2693430033-cluster	428.68
2513237178	408.83
2596583556	395.39
2513237095	399.35
2645727859-cluster	398.25
2513237137-cluster	432.02
2513237098	443.2
2513237101	427.66
2636415425-cluster	423.24
2695420919	421.87
2695421015	460.92
2695420948	424.69
2690316366	469.24
2596583587	397.49
2721755755	415.87
2511231207	397.35
2513237097	404.49
2513237148	456.56
2576861420	429.6
2645727546-cluster	403.63
2524614545-cluster	415.11
2643221819	426.57
2513237102	468.3
2731957961	460.55
2698536816	442.45
2747843221	439.86
2728368998	437.2
2645727897	422.86
2524023205	402.75
2744054633	388.89
2597489926	443.98
2513237139	397.27
2667527840-cluster	387.27
2693429786-cluster	394.24
2513237096-cluster	429.66
2731957960	419.48
2617270735-cluster	387.68
2519103088	454.21
2513237312	423.82
2597489900	465.89
2751185896	399.54
2667527802-cluster	437.72
2511231028	452.04
2675903623	407.24
2519899730	454.76
2522572128	419.71
2524023228	442.08
2508501128	436.12
2513237141	450.91
2513237104	429.31
2513237094	416.91
2513237092	438.3
2507262055-cluster	453.07
2579778901	456.34
2561511129	416.02
2740892459-cluster	430.46
2740892461	449.65
2690315824	412.14
2667528175	421.21
2734481923	414.86
2654588102	417.49
2660238680-cluster	438.89
2690315678	433.26
2687453685	426.96
2513237153	395.77
2609459633	442.92
2651870130	370.02
2513237161-cluster	415.46
2651870122	406.87
2513237268	435.32
2731957957-cluster	456.42
2596583575	417.88
2617270741-cluster	419.67
2565956536	438.06
2651869520	427.53
2562617052	402.27
2576861693	402.77
2643221547	422.23
2516653008	416.21
2740891854	385.4
2516653012	375.48
2568526178	357.61
2516653003	430
2516653005-cluster	426.53
2516653010	416.33
2516653015	432.31
2516653016	415.9
2516653020	420.46
2516653004	419.59
2645727527	427.24
2516653006-cluster	439.76
2516653019	413.42
2516653024	409.1
2740891836-cluster	428.42
2671180228	436.32
2551306670	446.03
2636415903	414.35
2609459751-cluster	404.44
2684622744	397.3
2596583657	417.75
2517093040	413.11
2574179791	421.6
2684623052	452.24
2519899789	395
2648501427	415.81
2751185853	372.5
2751185856	377.2
2751185858	355.77
2526164707	426.01
2519899749	415.88
2588253865	426.84
2609459770-cluster	417.48
2627853786	423.62
2630968896	440.37
2526164714-cluster	418.79
2545555862	410.43
2513237257	395.42
2547132177-cluster	402.57
2534682200	406.35
2597489901	406.62
2547132469	415.88
2519899787	420.4
2545555861	416.91
2529293192	415.43
2534681853	412.2
2545555865	418.83
2551306357	399.05
2545824615	392.78
2571042647-cluster	411.42
2576861582-cluster	407.48
2654587602	413.92
2588253861	412.58
2519899806	396.53
2551306382	421.3
2518645543-cluster	416.49
2551306134	399.36
2529293191	403.93
2551306465	408.27
2588253862	402.78
2751185852-cluster	406.47
2751185854-cluster	421.69
2541047152	398.66
2547132167	396.29
2519899790	411.12
2751185860	395.79
2751185857	434.53
2751185855	412.1
2751185850-cluster	412.92
2519899840-cluster	417.42
2519899788	401.2
2588253764	394.56
2519899791-cluster	432.67
2503508000-cluster	277.2
2511231120-cluster	265.23
2529292839-cluster	275.3
2529292898	276.24
2529292900-cluster	270.69
2529293111	277
2531839081	274.87
2537562086	275.3
2537562089	272.16
2548876917-cluster	278.61
2554235006	279.3
2571042392-cluster	269.71
2571042488-cluster	232.49
2585427638-cluster	263.78
2585427952-cluster	265.45
2597490102	276.49
2609460122	276.76
2645727587	278.35
2687453214	280.49
2751185951-cluster	270.86
2751185954	273.39
2630968554	449.8
2540341131	447.4
2576861766	441.83
2627854178	448.52
2654587589	445
2521172690-cluster	412.45
2627854024	416.24
2636415736	417.23
2551306115-cluster	294.64
2576861759-cluster	286.89
2545824690	320.72
2562617039-cluster	392.28
2576861525	277.07
2579778678	348.58
2684623064	390.04
2751185800	410.85
2630968292	308.08
2511231027	381.67
2687453676	341.68
2563366739	322.16
2639762575-cluster	325.61
2551306113	351.78
2751185635	358.56
2576861810	389.16
2693429897	391.85
2576861736	334.06
2667527933	332.62
2579779169	366.03
2645727736	356.64
2648501248	387.26
2593339284	337.19
2593339279	323.44
2693429856	408.56
2667527406	496.33
2619619030-cluster	231.43
2687453744	362.06
2739367657	363.94
2236347008	396.78
2517572133	394.83
2517572134	394.33
2731639156	359.49
2619619037	341.87
2728369741	332.35
2721756108	462.44
2616644820	264.41
2728369167	226.65
2593339274	244.75
2617270905-cluster	237.42
2528768207-cluster	284.21
2654587720-cluster	254.08
2617270870	193.53
2734482187	273.15
2593339283	320.07
2740891825	297.99
2740891827	275.64
2740891861	283.9
2681813553-cluster	333.26
2693429906	408.21
2698536607-cluster	208.5
2617270829	227.17
2619619643	344.91
2695421013	286.66
2501004205	397.24
2684622851	229
2731639258	232.23
2687453711	198.46
2504756012-cluster	203.94
2693429875	251.14
2615840706-cluster	194.01
2728369517	252.41
2622736501	259.13
2617271229	279.93
2687453399	356.11
2616644848	478.63
2615840721	230.47
2630968282-cluster	267.91
2739367660	276.63
2600255082	323.96
2636415494	282.61
2636415419	241.45
2681812958	394.93
2514885042	254.39
2603880180	413.98
2681813552	419.49
2671180308	366.66
2693429889	371.49
2622736446	387.64
2622736536	437.07
2622736430	454.46
2675903694	359.08
2751185723	235.64
2511231188	191.02
2675903356-cluster	184
2713896966	265.99
2521172617	294.82
2512047087	272.3
2521172619-cluster	263.56
2512564009	345.25
2657244983-cluster	312.32
2695420551	343.84
2690316183	260.85
2690316282	299.66
2693429861	298.78
2608642163	415.86
2627853511	427.89
2740892516	415.86
2602041674	362.72
2517434011	306.62
2636416063	408.22
2728369479	353.99
2617270827	304.96
2681812955	376.61
2617270836	281.64
2681812954	370.69
2734482799	382.53
2615840713	288.1
2695420928	340.64
2622736532	366.9
2622736595	265.33
2648501806-cluster	338.23
2695420316-cluster	177.61
2663762718-cluster	337.05
2675903213	320.99
2540341247	393.83
2593339298	305.06
2636415558-cluster	264.51
2513237001	316.24
2615840718	313.33
2693429867	342.36
2545555844	360.69
2728369485	326.05
2695421018	329.76
2721755812	186.52
2651870280	459.48
2627853514	508.21
2236347013	458.17
2593339294	374.08
2710264757	284.2
2515154196	251.79
2599185238-cluster	294.71
2510461047	335
2512564006	300.58
2626541597	226.99
2654588005-cluster	228.75
2622736522	162.8
2617271277	212.11
2751185629	203.98
2615840708	344.64
2616644821	382.73
2597490207	397.62
2619618996	383
2511231195	378.77
2636415977	338.2
2617270733	403.09
2547132467	287.37
2617270907	350.86
2751185828	400.77
2596583690-cluster	375.8
2617270913-cluster	387.17
2675903152	380.79
2527291701	349.22
2724679710	293.22
2630968378	457.96
2508501030-cluster	370.93
2597490335	391.58
2681813562	397.02
2693429863	379.5
2724679705	436.93
2737471638	291.63
2695420926	420.44
2504756064-cluster	345.3
2645727619	381.26
2713897090	423.28
2596583577	310.64
2681812813	374.39
2596583549	372.49
2597490334	359.74
2615840723-cluster	374.41
2558309104	356.39
2524614865	264.3
2734482252	355.64
2734482174	284.74
2734482185	289.88
2558309061	277.35
2510065028-cluster	273.13
2574179718	261.1
2724679070	273.71
2502171179	236.09
2671181183	237.22
2675903626	266.21
2718218026	332.89
2671180212-cluster	438.18
2504756015	330.23
2548877138	350.11
2593339277	355.09
2703719202	356.33
2681812934	419.12
2724679114	354.44
2687453774	339.81
2634166304	309.49
2645727674	339.32
2721755848	271.5
2645727778	339.75
2558309102	330.88
2663762743-cluster	240.37
2526164698	286.44
2521172622	269.32
2645728037	244.44
2713896965	311.18
2667527436	370.55
2751185709	301.71
2524023154	283.58
2751185710	283.9
2724679734	353.95
2648501741	344.63
2681813516-cluster	186.23
2593339278	216.74
2597490355	225.17
2576861655-cluster	196.2
2660237985-cluster	213.01
2700989112	218.54
2739368070	274.14
2740891858	218.89
2645727927	817.27
2681813513-cluster	299.02
2744055041	405.94
2734482186	386.2
2734482290	343
2751185755	330.74
2703719235	432.5
2687453351	355.41
2603880215	377.63
2617270912	422.17
2593339286	357.19
2593339280	372.37
2563367175	430.94
2675903164	344.81
2609459988	364.37
2681813559	375.04
2693429879	360.85
2634166317	397.37
2693429868	377.86
2510065042	400.87
2740892146	399.36
2693429884	399.41
2728369466	399.65
2619618997-cluster	393.14
2622736530	311.73
2700988702	296.76
2518285587	371.54
2667528179-cluster	378.61
2700988706	370.87
2576861823	410.17
2619619026	366.78
2523533591	344.99
2521172529	317.29
2693429904	419.02
2713896958-cluster	341.97
2713896969	353.98
2724679780	326.23
2693429872	363.78
2597490221	340.62
2695420938	308.49
2698536695	301.06
2724679120	351.16
2724679119	288.63
2660238111-cluster	301.75
2663763207	283.08
2634166458	288.24
2617270884	302.54
2634166353	365.98
2615840712	339.39
2615840707	320.89
2523231081	405.02
2551306419	328.2
2744055004	368.29
2615840719	311.86
2521172577	406.65
2667527411	410.76
2523533612	409.23
2724679805	282.5
2728369514	323.27
2616644822	281.89
2700988697	285.93
2619619046	281.05
2728369275	296.52
2619618961-cluster	198.39
2645727935	289.68
2690315772	233.1
2619619004	348.51
2634166359	326.45
2574180243	334.48
2588253841	347.42
2616644813	287.39
2582580979	320.2
2579778904	334.16
2622736527	308.99
2619619641	328.26
2574179802	289.96
2579778718	301.84
2671181181-cluster	298.09
2579778790	343.46
2574180182	335.85
2579779021	253.75
2622736431-cluster	250.79
2663763423	256.16
2740892136-cluster	257.55
2740892137-cluster	371.24
2740892176	364.55
2740892149	273.11
2721755576	321.08
2519103045-cluster	349.34
2585427828	338.61
2695420945	341.54
2751185711	397.56
2698536347	375.65
2627854218-cluster	311.4
2713896961	350.76
2740892284-cluster	241.07
2622736435-cluster	315.17
2724679730	209.93
2681813506-cluster	256.67
2617270859	264.86
2602041541	240.07
2585427678	305.1
2585427702	240.92
2751185746	260.98
2585427686	232.42
2751185743	226.94
2634166309	404.25
2713896963	196.88
2728369471	328.78
2615840715	385.2
2622736598	362.37
2728368996	366.38
2728369071	368.09
2681813518	343.76
2698536701	334.08
2681813556	306.41
2524614723	286.52
2515154190	387.3
2695421046	399.7
2687453745	287.34
2695420968	348.35
2731639257	326.81
2734482292	344.33
2648501310-cluster	282.35
2751186040	312.77
2619619642	264.22
2521172635	323.35
2627853728	455.71
2639762798	346.45
2508501007	336.48
2546825520-cluster	313.45
2597490343	338.57
2596583687	325.78
2596583688	320.97
2596583689	297.34
2645727833	322.86
2531839420	280.05
2684623093	359.31
2751185681	389.09
2667528161	399.6
2718217839	433.44
2681813507	281.29
2513237204	428.71
2675903020	522.89
2511231162	371.39
2675903017	453.23
2556921622	278.99
2617271273	352.39
2657245370	378.1
2648501770-cluster	421.9
2724679112	337.2
2585427703	358.37
2634166343-cluster	378.13
2547132089	423.61
2547132090-cluster	422.59
2547132091	422.94
2547132093-cluster	484.67
2558309092-cluster	436.97
2558860193	396.38
2554235353-cluster	382.05
2565956754-cluster	379.39
2576861652	366.71
2627854116-cluster	403.97
2634166394	380.22
2648501101	398.56
2654587823	392.23
2576861007-cluster	367.93
2576861428-cluster	361.85
2651869706	394.22
2510461052	390.13
2558309078	382.37
2627854256-cluster	367.91
2744054723	362.12
2576861437	368.22
2654587825	342.91
2576861436	407.28
2517572215	327.36
2540341171	355.14
2568526663	347.09
2617271114	326.37
2619619106	342.54
2619619280	335.77
2684622668	349.55
2721755752	342.92
2547132200	361.13
2547132263-cluster	357.44
2648501276	358.41
2744054622	361.5
2744054666	353.63
2540341172	364.39
2599185121	393.09
2636415417	391.33
2585427663	376.65
2585427698	398.01
2630968371	357.41
2512564059	363.73
2630968994	372.01
2654587808	374.06
2582581025	375.12
2617271228	360.53
2627853914	349.35
2512564031	365.76
2627853651	354.07
2654587834-cluster	354.62
2597489904	364.43
2630968761	345.71
2639762805	363.57
2512564053-cluster	371.9
2554235386	382.27
2512564029-cluster	366.92
2512564064-cluster	368.6
2512564067	377.27
2512564072-cluster	364.56
2585427707	376.36
2654587824	375.3
2718218392	368.14
2744055005	350.71
2511231061-cluster	364.23
2512564030-cluster	373.68
2512564043-cluster	369.58
2512564062-cluster	366.89
2548876780-cluster	358.35
2548876919	377.5
2548877043	369.82
2548877049	364.52
2548877054	383.09
2558860235	360.19
2627853922	375.07
2512564057-cluster	366.85
2710264654	377.79
2585427915	328.2
2728369464	432.36
2517093004	278.18
2585427871	286.14
2617270924-cluster	276.43
2609460248	395.21
2648501862	370.42
2708742536	353.61
2684623296	360.77
2627853821-cluster	326.89
2645727622	335.87
2630968569-cluster	351.63
2648501698	270.17
2596583651	293.89
2718218510	275.16
2645727516-cluster	360.96
2512047056	354.25
2636415410-cluster	302.49
2551306482	339.61
2740892192	329.42
2671180971	342.35
2648501363	325.19
2600255065	301.99
2639762748	391.51
2643221588	419.05
2523231068	349.46
2585427957	296.36
2585427956	340.59
2751185752	280.57
2582580729	345.34
2551306481	316.45
2585427959	275.74
2639762724	293.11
2690315838	368.8
2751185751	290.75
2623621020	327.15
