assembly	genome.size
2734482471	142.18
2734482474	139.69
2734482475	139.41
2734482479	141.29
2734482480	139.03
2734482481	140.55
2734482530	145.8
2740892455	142.47
2740892498	122.52
2740892499	131.01
2744054516	136.14
2744054602	126.01
2744054603	118.75
2744054604	125.59
651285006	114.57
2540341018-cluster	113.19
2602041540-cluster	116.42
2609460071	122.54
2667527907	122.97
2675903236	115.15
2690315997	116.56
2724679384	116.52
2744054649	113.83
2630968751	124.93
2713896819	127.38
2582580769	106.14
2639763129	112.09
2648501380	121.7
2648501676-cluster	118.14
2687453295	118.12
2551306353	124.47
2651869652	132.31
2645727505	122.87
2687453551-cluster	126.71
2548876978	116.82
647000324	117.47
2503904015-cluster	115.08
2503982007-cluster	124
2503982020	120.17
2529292788-cluster	113.01
2529292798-cluster	119.18
2529292804	120.06
2529292812	118.05
2531839345	112.13
2534681729-cluster	115.01
2534681987	119.92
2554235118	115.77
2563367100	125.4
2568526371	117.97
2568526707-cluster	133.44
2574180205	118.46
2582580868	120.01
2582580890	120.49
2597490210	122.65
2609460184	118.91
2627853920	118.79
2651869803-cluster	122.15
2654587620	115.41
2654587624-cluster	115.15
2660238720	115.5
2667527637	122.66
2671180341	121.49
2695420734	119.12
2698536612	114.5
2713897091	116.29
2713897093	115.05
2728369663	103.28
2740892375	110.41
2740892376	115.5
2740892377	109.09
2519899605	142.34
2529293016	144.17
2602041588-cluster	129.4
2687453137	137.32
2721755825	144.38
2548876781	109.46
2582580999	118.11
2602041636-cluster	106.98
2609460194-cluster	113.57
2617271042-cluster	111.74
2648501332	108.74
2648501918	120.29
2657245129	137.71
2671180361	113.42
2671180517-cluster	117.04
2671180872-cluster	107.78
2675903376	120.21
2681813279	115.41
2690316207	107.89
2693429726	105.14
2698536402	109.33
2695420469	127.15
651285007	101.17
2548877063	105.53
2590828177	102.37
2654587786	101.09
2675903233	105.53
2754412431	95.38
2645727708	114.47
2548876980	131.76
649990000	117.66
651053071	122.55
2531839343-cluster	117.86
2537562024-cluster	122.34
2718217847	120.98
2728369361	123.72
2517434004	112.74
2551306415	115.42
649633095-cluster	123.95
2554235117	133.48
2718218200-cluster	131.37
2526164573	128.61
2534682201	124.12
2627854042-cluster	129.89
2718218478	121.45
2740892358	123.2
2744054650-cluster	121.27
2541046995	113.75
2617271253-cluster	133.26
2718217846	125.92
2721755528	132.32
2744054727	136.04
2651869670	137.62
2540341019	113.64
2547132265	117.81
2558309060	120.2
2561511184	120.25
2639762722-cluster	122.14
2648501903	117.87
2588253750	133.1
2588253752	140.24
2602041569-cluster	136.51
2636415705	135
2630968828	153.13
2548877068	135.01
2744054645	128.63
2744054647	124.81
2582580768	124.18
2593339076	139.52
2731957923-cluster	142.19
2548876999	120.17
2516493021	191.84
2751185670	189.98
2671180477	198.18
2693429913	161.52
2737471615	200.69
651324024	190.62
2681813512	183.64
2724679819	171.95
2728369511	174.51
2675903160	201.71
2675903148	186.03
2693429881	170.58
2724679802	176.68
2734482286	199.1
2728369512	187.24
2630968691	176.39
2695420940	204.03
2597490267	124.34
2636415672	113.27
2617271285	177.74
2675903228	204.58
2751185656	156.31
2510461053	354.94
2507262051	272.77
2596583699	273.87
2509887034	299.5
2534682104-cluster	179.23
2645728094	177.5
2695420353	402.06
2541046955	244.84
2541047088	240.35
2509276051	254.24
2599185205	240.38
2529293168	371.85
2522125167	147.25
2540341047	146.96
2700988698	141.77
2524023184	125.32
2671180028	157.49
2519899721	134.28
2630968932	160.22
2645727757	171.02
2574179756	336.93
2608642293	374.41
2703719307	341.66
2703719308-cluster	343.6
2703719309	352.77
2703719312	361.38
2703719314	359.08
2703719315	330.45
2681813430	201.11
2713897208	204.46
2713897213-cluster	197.27
2724679558	199.55
2551306330	204.55
2597490289-cluster	205.66
2639762746	208.61
2660238492	201.94
2690315688	203.04
2531839013	254.53
2545824675	248.1
2554235109	253.13
2630968499	240.75
2630968779-cluster	246.27
2654587658	259.53
2671180691	254.54
2675903463-cluster	253.65
2740892227	265.24
2524023202	185.06
2744054994	180.51
2703719317	350.07
2534682367	286.48
2703719319-cluster	286.51
2703719320	290.76
2608642274	388.2
2703719182	359.03
2541047555	213.1
2630968386	215.55
2619619241	191.59
2619619074	375.86
2574179869	156.35
2515154207	357.58
2751185977	181.78
2675903229	219.47
2703719061	231.31
2654587701	185.52
2651869944	152.84
2721755605	265.45
2585428089	278.64
2695420941	132.43
2630968635	204.46
2654588030	328.58
2639762517	379.69
2744054832	386.15
2627854033	328.36
2585427665	189.19
2667527745	315.58
2718218017	247.66
648028017	255.3
2554235205	235.28
2554235459	237.17
2651869905	249.35
2740892542	250.83
2651869908	241.92
2551306367-cluster	153.11
2554235112	149.4
2619619244-cluster	150.16
2634166426	152.37
2718217929	153.75
2687453717	111.34
646862320	214.88
2565956637-cluster	219.8
2568526205	230.9
2571042530	205.58
2582580968	219.34
2639762888-cluster	207.14
2657245049-cluster	209.93
2657245102	195.53
2660237905-cluster	206.66
2663762825-cluster	189.74
2663763033	210.94
2663763402	213.61
2671180305	211.21
2671180858	207.56
2675903247-cluster	205.17
2675903405	205.92
2681813177	205.94
2681813433	209.89
2681813437	205.71
2684623229	207.74
2687453420	238.05
2690316317	172.31
2695420555	203.97
2695420606	210.17
2700989514	199.42
2713897199	227.1
2713897200-cluster	199.58
2713897206	201.66
2713897209	207.54
2721755776	219.99
2724679551	207.47
2724679576	206.46
2681813431-cluster	231.74
2700989513	220.84
2700989515	220.01
2700989516	174.67
2718218351	239.83
2634166424	193.77
2728369724	205.97
2551306709	225.95
2562617037	221.14
2627853631-cluster	223.45
2645728099-cluster	235.55
2651869679	236.02
2660238075	231.48
2660238550-cluster	215.59
2695420832	212.43
2660238407	135.02
2654588125	109.81
2502957024	139.72
2502957025	150.5
2585428146	135.29
2617271309-cluster	135.2
2617271310	141.78
2617271311	135.85
2654587530	136.35
2684622663	137.66
2713897122	142.14
2627853734	170.09
2630968502-cluster	136.42
650716025	162.47
2547132285	138.07
2660238114-cluster	137.56
2690316223	151.93
2645727554	191.21
2627853664	135.74
2627854196	104.81
2517572000	231.51
2531839097	232.83
2585427701-cluster	241.6
2627853721-cluster	237.16
2509276060	282.32
2639762929	262.65
2597489894	205.65
2724679582	209.71
2617271218	235.41
2619619243	195.74
2551306477	234.31
648028016	296.56
648276630	287.48
2561511142	152.85
2695420939	138.16
2537561919	179.08
2579778830	165.84
2684623151	218.8
2684623210-cluster	186.2
2718218460	171.36
651053017	222.81
2703719303	220.63
2687453701	274.41
2687453704	283.87
2703719316	291.11
2703719318	275.85
2510065048-cluster	265.41
2541046971	257.99
2585428084	253.38
2563366730	221.13
2511231076	58.86
2534681889	27.22
2534681890-cluster	36.03
2585427655	61.13
2511231057	52.04
2600255234	264.08
2579778518	231.56
2585428174	137.04
2675903137	156.71
2642422541	160.21
2582580929	213.42
2606217777-cluster	246.48
2654587740	222.35
2690315663	207.38
2512047040	217.11
2642422560	243.48
2740892604	238.09
2627854050	241.78
2642422557	219.92
2648501671	223.99
2642422543	145.94
2568526006	94.32
2585428190	184.56
2651869904	161.64
2728369180	161.47
2582581271	153.92
2627853505	156.78
2648501880	131.14
2517572005	139.62
2563367167	142.44
2667527401	216.82
2517287003	204.82
2600255148	282.79
2588253903	292.52
2651870361	154.32
2724679012	190.3
2706794656	169.72
650377936-cluster	171.43
2675903067	253.93
2562617194	368.27
2582580727	306.88
649989907	165.55
2654587697	193.92
649989957	150.85
2630968701	184.33
650377990	156.41
2585427811	178.06
2563367178	337.39
2515154176	350.41
2524023161	350.63
651324054	130.86
2648501315	371.36
2548876979	225.21
2528768167	247.5
2562617160	209.66
2582580726	174.7
2619618998	174.13
2563367225	179.2
2595698227	175.05
648028012	240.61
2558860127	209.47
2524614687	225.84
2545555868	220.05
2562617011	244.92
2593339224	226.9
2593339254	165.54
2593339137	266.35
2654588120	192.41
2593339243	171.31
2576861819	193.75
645951834	115.16
2588253904	247.37
2740892325	176.37
651324053	170.91
2585427818	208.65
2602041654	208.47
2675903166	251.26
2562617079	203.53
649989922	299.81
649989923	270.17
2513237367	307.67
2585427815	292.27
2597490298	267.09
2648501192	288.87
2565956525	156.51
2600255157	396.1
2588253902	269.38
2513237343	202.81
2585427819	414.73
2600255042	385.68
2562617188	455.53
2648501924	459.13
2751185686	438.93
2751185687	442.51
2751185688	442.52
2751185689	447
2751185690	419.66
2585427814	355.68
2531839008	355.06
2531839009	368.69
2531839010	376.01
2531839011	370.68
2531839012	374.03
2537561659	370.41
2602041633	349.1
2602042044	297.33
2654587554	362.64
2513237360	385.49
2603880195-cluster	362.88
2513237315-cluster	309.2
2531839014	329.63
2534682206	314.22
2534682207	339.93
2648501893	306.65
2721755796	424.68
2744054950	306.96
2651869868	277.33
2593339221	143.19
2597490300	177.39
2563367173	351.55
2623620486	181.85
2558309034	161.42
2561511233	205.03
2639762926	207.02
2562617190	97.9
651324052	152.69
651324055	138.53
2541046996	134.72
2541046997	146.85
2558860988	118.39
2561511219	119.91
2593339220	151.75
2585428171	240.48
2534682211	400.1
2645727652	423.55
2513237275	322.14
2513237274	127.54
2574179786	258.31
2600255156	228.74
649989950	146.99
651324056	167.18
2537561948	142.24
2558860923	140.5
2754412935	129.68
2593339158	130.45
2558860969	138.77
2561511066-cluster	260.62
2596583654	263.1
2751185836	181.6
2740892379	166.09
2657245269	129.62
2597490368	137
2595698222	297.25
2596583697	295.5
2619619240	281.93
2724679432	287.67
2524614838-cluster	369.75
648028018	257.44
2547132519	253.68
2728369723	262.21
2675902961	299.03
2728369722	293.43
2524614847	326.68
2739367553	320.51
2585428044	268.96
2562617090	250.01
2599185228	248.24
650377970	171.22
2734481904	165.39
2558860360	152.29
649989958-cluster	142.99
2684622539	289.61
2651870320	260.56
651285002	307.33
2639763136	280.38
2654588118	326.28
2585427817	299.48
2724679431	159.67
2558860981	185.14
2654588176	205.78
2513237306	117.28
2562617099	114.37
647000286	127.58
2565956824	128.7
2510461067	188.65
2595698239	133.53
2561511221	136.16
2651870321	174.92
2596583543	152.4
2606217811	145.34
2574180443	447.12
2648501379	435.52
2511231128	187.56
650377965	232.87
651324049	177.5
2545555826	196.18
2558860359	160.49
2563367166	368.52
651324047	163.77
2600255143	330.34
2585427813	159.53
2648501785	161.03
2671180540	152.6
2740892501	162.7
2558860932	90.35
2513237338	103.79
2588253511	109.8
2713896879	188.52
2627853814	162.08
2593339216	145.4
2593339157	130.78
2585428153	186.97
2721755613	201.31
2648501417	148.24
2751185976	201.22
2593339269	210.62
2524023211	182.13
2619619242	188.96
2519899647	160.44
2593339225	118.86
2593339217	152.8
2645727758	155.92
2537561731	168.47
2639762740	98.64
2558309122	242.26
2623620509	135.41
2514885002	181.29
2600255041	186.77
2602041616	164.23
2740892381	130.64
2558309036	110.77
2513237287	202.02
2513237329	320.07
2597490299	238.77
2645727658	183.24
2728369350	202.34
2585427805	251.33
2597489878	235.27
2667527550	173.49
2740892378	185.6
2562617183	161.79
2576861570	191.91
2551306563	154.05
2511231134	244.9
2588254267	141.78
2585428085	227.12
2751185640	65.23
2585427812	179.96
2690315908	175.5
2563367172	182.46
2600254992-cluster	153.99
645951831	154.2
649989951	144.13
2671180245	202.97
2565956529	227.7
2667527384	160.6
2654587742	100.68
2519899684	127.12
2565956546	138.22
645951829	251.62
2558309005	190.47
2540341248	194.99
2558309013	174.72
2571042740	191.32
2593339146	185.5
2593339145	192.24
2593339237	172.8
2593339138	203.25
2597490297	153.53
2558860976	235.87
2540341206	229.52
2576861727	232.88
2651870358	204.08
2593339152	232.23
2585427614	146.86
2558309012	110.05
2563366504	185.54
2593339149-cluster	218.98
650377969	121.07
2734481917	117.02
2513237311	227.58
2630968832	221.43
2667527889	230.31
2744054502	210.42
2639762831	155.35
2751185701	286.33
2558860175	72.53
2558860974	103.35
2513237384	77.18
2558860286	65.95
2687453170	66.65
2558860285	53.88
2654588172	101.65
2657244902	101.74
2537561628	76.38
2600255102	53.08
2585428193	114.59
2524614863	331.85
2751185693	108.75
648276673	114.33
2513237269	119
2513237271	122.44
2562617100	104.06
2585428116	119.81
2706794911	304.83
2609459698	227.69
2639762535	245.65
2718217923	252.48
2599185225	155.91
646311914-cluster	221.4
647000228	215.62
2512047057-cluster	227.55
2526164710	228.22
2534681961	228.93
2541047268-cluster	216.14
2541047320	227.17
2541047321	220.4
2541047331	224.9
2541047339-cluster	222.55
2541047341	224.56
2541047344	219
2541047353	223.97
2541047357	237.6
2541047390-cluster	215.94
2541047396	232.58
2541047421	224.71
2541047510	221.28
2541047511	231.36
2547132209-cluster	236.63
2558309139-cluster	203.51
2558309146	221.02
2558860171	234.31
2558860172	224.59
2558860173	225.92
2558860174	217.3
2558860635	220.93
2563366553	244.51
2582580996-cluster	231.44
2627853931-cluster	222.92
2630968959	228.89
2645727943	210.62
2671180842	233.65
2687453153	225.09
2690315832-cluster	223.73
2703719004	232.86
2713896928-cluster	231.69
2645728085-cluster	231.96
2585427715	152.34
2558309100	150.47
2690315891	78.8
2651869832	150.73
2541047517	180.03
2571042820	179.98
2541047518	188.71
2657244956	185.97
2657244996-cluster	184.28
2657245020	181.99
2657245051	182.22
2660238185	177.35
2660238585	186.5
2660238625-cluster	178.61
2660238633-cluster	181.56
2663762967	177.39
2663763214	176.14
2663763396	182.59
2663763516-cluster	183.65
2667527583	176.21
2667527603	178.13
2667527664	181.33
2667527697	183.23
2667527744	179.15
2667528068	176.31
2671180879	194.65
2681813213	177.85
2690316186-cluster	177.61
2693429574	182.85
2695420392	174.57
2695420662	193.72
2695420803	184.7
2698536409	183.14
2740892240	177.71
2561511002	176.29
2562617038	152.51
647000290	89.08
2519899669	90.74
2537561951	82.88
2654588127	91.89
2600255110	82.46
2619619272	196.92
2751185707	145.85
2563366721	187
2526164522	215.65
2630968963	213.33
2706794923	224.87
2651870112	154.39
2675903302	54.29
2751185653	196.11
2558860118	165.11
2751185646	156.98
2623621023	153.33
2654588206	143.41
2558309033	154.4
2606217800	147.46
2645728015	100.55
2703719248	105.83
2684622596	265
2690315956	77.36
2600255105	79.54
2751185761	88.89
2512047049	76.5
2600255149	103.66
644736326	83.57
2600255036	100.16
2547132149	83.52
648861011	55.55
2602041582	51.01
2600255106	73.18
2751185561	66.8
2585427699	64.7
648276675	77.65
648276676	83.34
2529293059-cluster	85.79
2513237357	89.09
2675903258	64.76
2690315814	58.93
2660238554	72.65
2600255144	64.77
2751185704	62.22
2751185558	74.84
2663762851	78.46
2579778771	62.82
2636415721	59.31
2512047066	49.93
2503982046	98.84
2513237301	90.29
647000289	64.02
648276711	59.19
2519899691	73.81
2551306541	76.17
2547132135	71.67
2619619100	65.82
648276710	88.98
2558860391	78.82
2547132194	67.2
2648501675	57.67
2512047067	80.43
2657245451	68.07
2600255236	89.21
2599185206	159.46
2617271274	161.29
2582581260	156.48
2651869947	118.28
2728369339	144.43
2503508009	157.79
2693429901	121.45
2510065085	116.28
649633023	136.03
2505119041-cluster	128.7
2506485007	127.7
2622736603-cluster	147.17
2623620451-cluster	145.43
2667527206-cluster	147.01
2558860987	138.12
649633022	133.95
2558860144	115.54
2565956530	117.27
648028013	118.4
2603880213	125.89
649633025	111.65
2563367176	129.38
2503538027	154.9
2505313024	120.36
2509276025	118.91
2517287027	122.66
2576861811	109.52
2627853919	109.62
648028059	113.45
646564579	113.09
646564580	103.63
2728369665	113.12
2504756058	134.89
2519103102	141.05
2595698254	175.22
648028060	134.94
2506783062	142.02
650716094	133.25
2540341113	133.38
2636415979	111.58
648028061	101.93
2582580732	319.06
2507262031	235.18
2507149019	189.67
2513020008	327.89
2516493017	314.82
2516653041	277.31
2522572064	292.13
2507149024	160.41
2651869844	255.65
2506783061	278.87
2675903225	275.52
2510065044	271.2
2508501136	335.77
2630968744	262.79
2619619281	151.26
2648501133	297.62
2751185762	248.18
2508501001	322.58
2510065016	145.22
2519899539-cluster	154.93
649633098	175.46
644736351	249.79
2751185799	164.59
2531839442	129.02
2505679104	141.89
2507262026	152.36
650716033	212.16
2515154209	188.17
2576861799	103.56
2556921039	237.77
2651869945	148.91
2506520025	168.99
2740892241	186.38
2582580993	123.04
2596583675	117.13
2596583676	124.61
2596583698	125.97
2627853541	118.09
2627853542-cluster	124.34
2703719207	121.84
2718217731	120.23
2718218000	147.36
2703719211	119.87
2503538017	170.72
2501915963	110.56
2728369699	121.16
2675903293	145.07
646564577	110.12
2622736413	159.81
2516653087-cluster	141.51
2521172702	144.94
2568526009	121.44
646564578	159.19
2547132462	161.71
2648501491	159.91
646311901	105.18
2593339211	106.16
2654588173	101.97
2524614855	102.09
2541047012	99.57
2558860385	94.83
649989983	91.64
2654588123	118.89
2517093043	89.22
2524614635	171.12
2529293099	274.89
2537561517	282.06
2642422525	281.22
2588253753	286.98
2585428088	224.17
2585428091	134.64
2526164534	106.66
648276723	111.68
2687453633	102.2
2687453641	113.55
645951808	86.23
2537562180	90.68
2531839274	106.66
2531839338	87.3
2718217879	141.48
2718218420	112.38
2513237399	118.45
2519899689	105.32
2651870363	97.74
2562617158	121.15
2565956823	104.05
645951802	119.81
2504557006	120.75
2513237213	190.16
2558860977	137.94
2654588174	156.54
2654588117	132.49
2562617013	192.38
2622736508	222.7
2654587921	277.58
2595698240	64.11
2718217754	36.28
645951833	76.86
2513237349	113.53
651324025	35.11
647000271-cluster	65.79
2512047062	60.85
2513237300	70.22
649989971	68.34
2558860389	97.65
2744054519	121.27
2518645616	158.88
2511231071	114.64
2639762957	116.57
2545824774	126.5
2617271103	51.35
2512047076	66.1
648276754	93.57
2529292891	83.77
2541047010	87.45
2558860930	93.9
2558860944	80.14
2734481902	82.34
2602041677	82.14
646311965	92.28
647000331	94.32
647533241	94.32
647533242	95.04
2531839533	93.59
2645727882	93.73
2523231015	96.92
2534681824	102.34
2506210005	205.11
2551306349	204.98
2506520015	185.33
2510917010	184.89
649633101	138.78
2509601029	141.66
2642422542-cluster	127.68
2642422546-cluster	144.04
2642422558	126.23
2642422592-cluster	144.22
2754412643	124.65
649633052	123.67
2681812893	163.42
650377948	103.84
2600255242	140.69
2740892607-cluster	169.25
2754412714	161.94
648028002	114.3
2642422548	133.72
2509601017	126.03
2509887032	141.38
2516493023	178.93
2740892606	172.34
2687453649	179.33
2703719065-cluster	221.03
2687453276	202.24
2558860278	153.14
2528311001	132
2531839191	117.2
2540341044	101.29
2554235311	100.71
2558860925	112.54
2562617153-cluster	102.69
2565956770-cluster	108.63
2636415890	103.94
2648501184	119.51
2654587559-cluster	112.24
2654587776	117.3
2651869710	117.7
2651869741	113.92
2654587972	111.75
647000254	99.13
2563366771	99.8
2634166401	102.61
2675903555	114.37
2582580916	114.85
645951848	120.71
647533168	114.95
2534681820	112
2558860247	120.62
2558860926	112.25
2558860927	116.11
2651869768	114.32
2654587973	124.27
2657245671	113.35
2554235746	101.16
2565956769	92.02
2654587788	86.17
2562617154	180.47
2571042013	90.38
2513237330	103.29
2531839544	94.54
2537561963	90.89
2562617180	80.45
2576861692-cluster	113.67
2576861697	113.57
2576861702	118.4
2576861704	117.65
2576861706	123.37
2588253866	89.43
2597490366	119.58
2630968892-cluster	87.23
2675903432-cluster	101.44
2681813452	103.77
2681813453-cluster	89.98
2724679214	82.04
2724679215-cluster	98.93
2724679216	98.73
2724679218	92.49
649633056	157.55
2524614854	184.12
644736384	114.04
645951860	113.24
2524614766	120.37
2558860287	109.49
2515154071	93.42
2684623119	96.38
2600254991	106.46
2600255237	103.52
2684623233	112.69
2744054529	65.03
647000268	102.41
646311952	245.94
2636415511	39.94
2728369525	36.93
2681813364	50.82
2724679071	45.91
646311956	62.33
2713897256	47.64
2684623262-cluster	201.37
2579778676	260.95
2264867135-cluster	69.41
2264867254	102.6
2693429804	302.09
2721755267	106.25
2708742682	152.43
2654588091	168.72
2710264732	39.96
2713897373-cluster	69.9
2708742863	54.76
2713897351-cluster	62.03
2713897372	80.48
2713897374	64
2264867243	17.03
2264867242-cluster	10.88
2721755951	36.25
2537562244	77.1
2657245321-cluster	30.61
2609459650	50.68
2693429926	56.23
2527291526	106.96
2537562241	78.77
2517487004	132.79
2517287004	150.68
2639762817	270.55
2590828685	771.39
2512564078	611.03
2609460080	683.18
2693429886	659.59
650716065	540.74
2521172697	628.64
2693429903	557.73
2693429895	564.37
649633096	622.78
2693429888	554.68
2645728052	237.06
646311933	569.63
2597490371	711.03
2648501185	696.36
2645727571	748.79
2721755703	1000
2718217736	72.01
2731957798	717.87
2731957799	693.77
2563366597	917.86
2731957800-cluster	655.58
2734482002	594.6
2602041567-cluster	627.13
2721755956	136.93
2737471706	186.31
2713897356	378.05
2531839654	153.31
2639762703	92.78
2681812871	119.1
2263328040	88.72
649633030	234.88
2639762945	252.65
2684623072	168.18
2690315930	221.82
2690315890	241.75
2608642160	57.2
2596583682	259.16
2708742876	44.92
2728369416	74.41
2728369439	74.59
2728369050	187.64
2585427832	176.05
2639762806	364.87
2634166494	202.24
2574179746	91.37
2751185747	77.62
2523533630	75.27
2529292556	86.85
2708742690	82.74
2540341086	120.17
2519103101	110.16
2576861452	105.23
2600255116	123.16
2751185763	125.22
2716884128	31.53
2713897388-cluster	132.37
2636416185	158.35
2708743117	24.02
2710264512-cluster	44.18
2710264511	153.84
2713897365	87.71
2626542099	55.24
2708742598	65.21
2710264577	70.68
2671180552	184.94
2706794884	144.33
2619619302	219.21
2551306536	198.82
2721755426	71.85
2740891946	26.77
2654588057	103.19
2654588069	137.27
2561511149	206.64
2619618906	191.06
2716884860	145.76
2737471816	322.01
2654587943	214.86
2708742632	144.61
2721755258	268.16
649633058	313.99
2751185664	452.52
2687453257	395.92
2509601004	589.82
2695420965	650.74
2517572010	373.25
646311948	357.51
2687453341	379.57
2724679732	460.71
2534681958	412.15
2534682262	419.74
2563366763	441.88
2531839570	422.46
2531839571	439.09
2636415846	438.25
2534681625	525.95
2540341033	487.42
2531839549	532.28
2731957971	382.48
2708742725	356.76
2751185673	535.31
2517572011	451.93
2675903691	365.4
2684623219	504.13
646564559	309.47
649633083	345.14
2548877001	516.96
2582580522	173.17
2516653054	194
2548876777	149.85
2724679583-cluster	153.44
2728368910-cluster	162.65
2675903422	138.73
2597490292-cluster	182.37
2728368911	160.57
2522572157	231.84
2728368908	148.95
2617271320	138.73
2634166445	136.27
2582581005	151.6
646862302-cluster	171.09
2548876776	147.77
2596583685	130.18
2579778724	194.73
2576861739	149.87
651324001	195.81
2512047014	229.23
2684622587-cluster	212.22
2609460235	197.65
2667527850-cluster	181.58
650716002	228.2
2571042905	226.21
2561511102	225.63
2681812815	212.68
2582581264	211.89
2585427931	158.54
2619619235	176.37
2687453310	161.86
2585427932	158.77
2585427933	160.85
2596583546	346.42
2623620456	344.33
2639762985	341.96
2617271045	82.23
2751185679	84.42
2513237339	113.34
2526164551	106.82
2519899683	234.04
2724679592-cluster	165.37
2513237393	141.55
2556793022	141.25
2579779103	144.88
2675903250-cluster	136.26
2724679590-cluster	131.6
2724679584	190.16
2636415481-cluster	175.01
2744054785	181.25
2551306054	158.63
2574179797	174.43
2684622537-cluster	158.8
2724679587-cluster	176.68
2724679588	151.26
2540341122-cluster	188.24
2548876783	195.61
2718217838-cluster	188.5
2558860199-cluster	130.07
2718217743-cluster	129.89
2718217744	128.74
2718218182-cluster	131.88
2734482251	277.78
2547132371	213.61
2690315884-cluster	173.62
2636415401	244.53
2579778616	157.61
2513237191	182.41
2751185764	198.54
2547132373	226.03
2617270965	210.13
2731957626	188.49
2582581027	160.18
2718217748	181.92
2721755454	155.03
2751185680	175.54
2731957703	115.23
2524614851	203.73
2574179773	367.41
2513237333	242.86
2540341198	254.27
2718217793	306.37
2551306372	261.12
2558309106	270.61
2681813375	214.16
2585427600	301.8
2513237288	291.77
2574180450	370.24
2518645607	108.72
2546825534	386.93
2597490356	411.98
2522572158	378.28
2687453243	160.77
2622736628	460.27
646311907	449.11
2511231221	399.95
2756170225	474.3
2622736610	454.01
2630968760	451.58
2645728001	449.75
2546825527	345.18
2551306538	425.51
2551306655	432.47
2524023250	309.32
2639763132	330.65
2740892217	63.05
2654587767	95.13
2684623268-cluster	62.36
2515154077	278.6
651285000	306.3
2576861669	235.33
2739367756	250.31
2596583650	212.08
2574180166	147.56
2667527483	179.96
2524614798	121.48
2561511096	163.31
651285001	173.02
2634166514	160.69
647533115	191.08
2524614659	159.66
2600255394	175.54
2585427694	156.14
2645727605	146.69
2643221663	176.71
2643221574	135.19
2690315606	185.76
2627853674-cluster	155.39
648028010	177.98
2643221869-cluster	141.28
2643221909	147.2
2671180176	148.71
2582581279	278.19
2582581280-cluster	344.35
2643221552	325.7
646564519	256.97
2510917020	322.36
2522572103	321.36
2565956508	305.72
2585428106	291.18
2643221642	302.8
2643221545-cluster	284.88
2643221583	293.67
2675903340	300.08
2522125057	242.27
2571042909	168.78
2690315804	170.36
2643221614-cluster	231.15
2643221598	251.93
2574179739	127.61
2684623106	181.65
2519103046	167.05
2630968267	189.91
2747842514	154.45
2519899518	171.84
2582580773	188.37
2582580770	201.31
2582580774	204.89
2582580772	176.25
2582580771	207.49
2751185760	202.66
2582580764	169.21
2524614539	175.05
2623620413	211.39
2721755612	196.74
2554235119	170.01
2579779170	132.21
2524614726	162.55
2634166316	156.61
2744055042	151.07
2744055057	151.43
2522125083	133.87
2522125070	155.83
2737472027	159.41
2667527396	226.57
2556921676	349.1
2523533609	436.97
2636416120	405.66
2636416186	203.22
2693429500	218.46
2517093010	325.02
2639762714	54.18
2681812878	35.56
2737471719	26.58
2503982041	45.16
2739367751	28.73
2515154130	242.95
2630968337	234.55
2634166499	245.2
2563366728	199.16
2523533601	193.99
2654587884	151.49
2516653055	225.7
2667527377	405.79
2540341149	113.59
2511231069	115.11
2751185634	259.91
2547132311	138.98
2654587768	115.32
2585427801	202.71
2588253765	176.06
2609460345	78.67
2590828656	80.9
2721755849	27.94
2236347020	15.43
2236347014	12.5
2706794807	11.88
2721756051	19.91
2739367968	14.85
2236876029	0.15
2236347069	13.51
2503283019	33.88
650716017	36.97
2739367708	36.49
2503754000	46.97
2561511237	47.99
2706794868	1.02
2739367824	13.4
2503283017	48.21
2561511228	46.69
2503982040-cluster	40.79
2751185909	43.12
2751185908	31.45
2503754001-cluster	43.34
2706794817	18.27
2511231042-cluster	38.15
2511231041-cluster	42.05
2561511239	42.87
2510461079	44.24
2503283022	36.64
2721756045	11.9
2236347009	66.79
2503113005	113.64
646564516	132.83
2236661010	60.03
2582581318	394.95
2551306131	329.77
2590828823	486.93
2671180139	226.98
2595699009	211.8
2556921008	205.87
2517572147	234.91
2693429820	372.62
2576861816	235.1
2622736433	339.4
2643221734-cluster	303.29
2609460206	381.52
2636415883	244.33
2643221958	237
2643221733	324.53
2643221736	384.42
2687453316	312.75
2718217747	319.92
2754412603	310.17
2526164571	275.44
2675903224	366.78
2609459641	386.42
2708742414	261.06
2595698224	303.55
2713896887	309.13
2654587694	318.17
2579779168	319.48
2551306370	292.96
2615840613-cluster	238.58
2744054572	228.11
2690315650-cluster	606.66
2634166393	437.73
2690315746	446.39
2540341035	352.3
2590828855	332.13
2639762823	364.24
2507262015	389.87
2643221861-cluster	323.25
2643221864-cluster	309.07
2551306656-cluster	338.47
2721755615	365.37
2651870128	248.42
2639763017-cluster	404.86
2675903244-cluster	365.17
2546826724-cluster	423.65
2671180325-cluster	415.43
2721755553-cluster	374.68
2731957889	377.17
2651870120	345.69
2651869728	394.98
2654588108	399.88
2728369659	148.96
2545555834	483.78
2516143002	257.58
2517434007	272.22
2643221835	288.79
2643221866	262.9
2643221868	263.74
2546825546	278.3
2643221796	256.3
2643221837	299.28
2643221863	296.44
2643221801	277.36
2643221804-cluster	289.36
2643221886-cluster	308.99
2643221820-cluster	243.99
2643221798	260.93
2643221946	259.92
2643221884	308.01
2643221841-cluster	281.49
